/home/gorgsss/.local/lib/python3.8/site-packages/gym/logger.py:30: UserWarning: [33mWARN: Box bound precision lowered by casting to float32[0m
  warnings.warn(colorize('%s: %s'%('WARN', msg % args), 'yellow'))
Using cuda device
Logging to ./logger/PPO_160
-----------------------------
| time/              |      |
|    entropy_loss         | -7.62      |
|    explained_variance   | -1.64e+06  |
|    learning_rate        | 0.002      |
|    loss                 | 1.08       |
|    n_updates            | 4490       |
|    policy_gradient_loss | -0.0172    |
|    std                  | 0.637      |
|    value_loss           | 2.14       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 75.2       |
| time/                   |            |
|    fps                  | 130        |
|    iterations           | 451        |
|    time_elapsed         | 7058       |
|    total_timesteps      | 923648     |
| train/                  |            |
|    approx_kl            | 0.05247385 |
|    clip_fraction        | 0.415      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.61      |
|    explained_variance   | -1.39e+04  |
|    learning_rate        | 0.002      |
|    loss                 | 1.14       |
|    n_updates            | 4500       |
|    policy_gradient_loss | -0.0122    |
|    std                  | 0.635      |
|    value_loss           | 2.19       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 74.9       |
| time/                   |            |
|    fps                  | 131        |
|    iterations           | 452        |
|    time_elapsed         | 7064       |
|    total_timesteps      | 925696     |
| train/                  |            |
|    approx_kl            | 0.03760841 |
|    average_reward       | 29.3       |
|    clip_fraction        | 0.419      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.56      |
|    explained_variance   | -1.56e+06  |
|    learning_rate        | 0.002      |
|    loss                 | 1.11       |
|    n_updates            | 4510       |
|    policy_gradient_loss | -0.0137    |
|    std                  | 0.629      |
|    value_loss           | 2.41       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 74.9       |
| time/                   |            |
|    fps                  | 131        |
|    iterations           | 453        |
|    time_elapsed         | 7070       |
|    total_timesteps      | 927744     |
| train/                  |            |
|    approx_kl            | 0.03952826 |
|    clip_fraction        | 0.383      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.55      |
|    explained_variance   | -324       |
|    learning_rate        | 0.002      |
|    loss                 | 0.96       |
|    n_updates            | 4520       |
|    policy_gradient_loss | -0.0176    |
|    std                  | 0.632      |
|    value_loss           | 1.98       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 74.9        |
| time/                   |             |
|    fps                  | 131         |
|    iterations           | 454         |
|    time_elapsed         | 7076        |
|    total_timesteps      | 929792      |
| train/                  |             |
|    approx_kl            | 0.050395064 |
|    clip_fraction        | 0.371       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.55       |
|    explained_variance   | -1.2e+06    |
|    learning_rate        | 0.002       |
|    loss                 | 1.25        |
|    n_updates            | 4530        |
|    policy_gradient_loss | -0.0113     |
|    std                  | 0.627       |
|    value_loss           | 2.37        |
-----------------------------------------
930000
[0.45151759 0.64888974]
930000
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 74          |
| time/                   |             |
|    fps                  | 131         |
|    iterations           | 455         |
|    time_elapsed         | 7082        |
|    total_timesteps      | 931840      |
| train/                  |             |
|    approx_kl            | 0.046146214 |
|    average_reward       | 16.9        |
|    clip_fraction        | 0.391       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.49       |
|    explained_variance   | -1.87e+06   |
|    learning_rate        | 0.002       |
|    loss                 | 0.854       |
|    n_updates            | 4540        |
|    policy_gradient_loss | -0.00796    |
|    std                  | 0.627       |
|    value_loss           | 1.82        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 74          |
| time/                   |             |
|    fps                  | 131         |
|    iterations           | 456         |
|    time_elapsed         | 7089        |
|    total_timesteps      | 933888      |
| train/                  |             |
|    approx_kl            | 0.046410628 |
|    clip_fraction        | 0.444       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.51       |
|    explained_variance   | -2.15e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 0.91        |
|    n_updates            | 4550        |
|    policy_gradient_loss | -0.0147     |
|    std                  | 0.63        |
|    value_loss           | 1.9         |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 74.4       |
| time/                   |            |
|    fps                  | 131        |
|    iterations           | 457        |
|    time_elapsed         | 7095       |
|    total_timesteps      | 935936     |
| train/                  |            |
|    approx_kl            | 0.05597974 |
|    average_reward       | 20.4       |
|    clip_fraction        | 0.46       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.53      |
|    explained_variance   | -2.16e+06  |
|    learning_rate        | 0.002      |
|    loss                 | 0.955      |
|    n_updates            | 4560       |
|    policy_gradient_loss | -0.0124    |
|    std                  | 0.63       |
|    value_loss           | 1.91       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 74.4       |
| time/                   |            |
|    fps                  | 132        |
|    iterations           | 458        |
|    time_elapsed         | 7101       |
|    total_timesteps      | 937984     |
| train/                  |            |
|    approx_kl            | 0.04171081 |
|    clip_fraction        | 0.351      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.53      |
|    explained_variance   | -2.91e+03  |
|    learning_rate        | 0.002      |
|    loss                 | 1.07       |
|    n_updates            | 4570       |
|    policy_gradient_loss | -0.016     |
|    std                  | 0.63       |
|    value_loss           | 2.2        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 74          |
| time/                   |             |
|    fps                  | 132         |
|    iterations           | 459         |
|    time_elapsed         | 7107        |
|    total_timesteps      | 940032      |
| train/                  |             |
|    approx_kl            | 0.053458735 |
|    average_reward       | 12.3        |
|    clip_fraction        | 0.444       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.54       |
|    explained_variance   | -2.99e+06   |
|    learning_rate        | 0.002       |
|    loss                 | 1.19        |
|    n_updates            | 4580        |
|    policy_gradient_loss | -0.0131     |
|    std                  | 0.63        |
|    value_loss           | 2.43        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 74         |
| time/                   |            |
|    fps                  | 132        |
|    iterations           | 460        |
|    time_elapsed         | 7113       |
|    total_timesteps      | 942080     |
| train/                  |            |
|    approx_kl            | 0.04998674 |
|    clip_fraction        | 0.452      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.53      |
|    explained_variance   | -3.16e+04  |
|    learning_rate        | 0.002      |
|    loss                 | 0.796      |
|    n_updates            | 4590       |
|    policy_gradient_loss | -0.0224    |
|    std                  | 0.63       |
|    value_loss           | 1.8        |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 74         |
| time/                   |            |
|    fps                  | 132        |
|    iterations           | 461        |
|    time_elapsed         | 7120       |
|    total_timesteps      | 944128     |
| train/                  |            |
|    approx_kl            | 0.06192123 |
|    clip_fraction        | 0.468      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.52      |
|    explained_variance   | -2.39e+06  |
|    learning_rate        | 0.002      |
|    loss                 | 0.778      |
|    n_updates            | 4600       |
|    policy_gradient_loss | -0.0208    |
|    std                  | 0.628      |
|    value_loss           | 1.95       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 73.8        |
| time/                   |             |
|    fps                  | 132         |
|    iterations           | 462         |
|    time_elapsed         | 7126        |
|    total_timesteps      | 946176      |
| train/                  |             |
|    approx_kl            | 0.028361954 |
|    average_reward       | 6.76        |
|    clip_fraction        | 0.339       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.5        |
|    explained_variance   | -1.54e+06   |
|    learning_rate        | 0.002       |
|    loss                 | 0.906       |
|    n_updates            | 4610        |
|    policy_gradient_loss | -0.0154     |
|    std                  | 0.625       |
|    value_loss           | 1.84        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 73.8        |
| time/                   |             |
|    fps                  | 132         |
|    iterations           | 463         |
|    time_elapsed         | 7132        |
|    total_timesteps      | 948224      |
| train/                  |             |
|    approx_kl            | 0.040218994 |
|    clip_fraction        | 0.444       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.44       |
|    explained_variance   | -3.33e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 1.07        |
|    n_updates            | 4620        |
|    policy_gradient_loss | -0.0182     |
|    std                  | 0.62        |
|    value_loss           | 2.24        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 74.6        |
| time/                   |             |
|    fps                  | 133         |
|    iterations           | 464         |
|    time_elapsed         | 7138        |
|    total_timesteps      | 950272      |
| train/                  |             |
|    approx_kl            | 0.032551803 |
|    average_reward       | 15.8        |
|    clip_fraction        | 0.46        |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.41       |
|    explained_variance   | -1.87e+06   |
|    learning_rate        | 0.002       |
|    loss                 | 1.09        |
|    n_updates            | 4630        |
|    policy_gradient_loss | -0.0236     |
|    std                  | 0.62        |
|    value_loss           | 2.39        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 74.6        |
| time/                   |             |
|    fps                  | 133         |
|    iterations           | 465         |
|    time_elapsed         | 7144        |
|    total_timesteps      | 952320      |
| train/                  |             |
|    approx_kl            | 0.045938395 |
|    clip_fraction        | 0.403       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.4        |
|    explained_variance   | -111        |
|    learning_rate        | 0.002       |
|    loss                 | 0.696       |
|    n_updates            | 4640        |
|    policy_gradient_loss | -0.0183     |
|    std                  | 0.618       |
|    value_loss           | 1.58        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 74.6       |
| time/                   |            |
|    fps                  | 133        |
|    iterations           | 466        |
|    time_elapsed         | 7150       |
|    total_timesteps      | 954368     |
| train/                  |            |
|    approx_kl            | 0.03071108 |
|    clip_fraction        | 0.444      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.4       |
|    explained_variance   | -7.86e+05  |
|    learning_rate        | 0.002      |
|    loss                 | 0.837      |
|    n_updates            | 4650       |
|    policy_gradient_loss | -0.0192    |
|    std                  | 0.62       |
|    value_loss           | 1.87       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 75.2        |
| time/                   |             |
|    fps                  | 133         |
|    iterations           | 467         |
|    time_elapsed         | 7157        |
|    total_timesteps      | 956416      |
| train/                  |             |
|    approx_kl            | 0.038218338 |
|    average_reward       | 23.2        |
|    clip_fraction        | 0.399       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.39       |
|    explained_variance   | -8.22e+05   |
|    learning_rate        | 0.002       |
|    loss                 | 1.32        |
|    n_updates            | 4660        |
|    policy_gradient_loss | -0.0186     |
|    std                  | 0.616       |
|    value_loss           | 2.5         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 75.2        |
| time/                   |             |
|    fps                  | 133         |
|    iterations           | 468         |
|    time_elapsed         | 7162        |
|    total_timesteps      | 958464      |
| train/                  |             |
|    approx_kl            | 0.051457874 |
|    clip_fraction        | 0.444       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.38       |
|    explained_variance   | -595        |
|    learning_rate        | 0.002       |
|    loss                 | 0.96        |
|    n_updates            | 4670        |
|    policy_gradient_loss | -0.0206     |
|    std                  | 0.619       |
|    value_loss           | 2.03        |
-----------------------------------------
960000
960000
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 74.9        |
| time/                   |             |
|    fps                  | 133         |
|    iterations           | 469         |
|    time_elapsed         | 7169        |
|    total_timesteps      | 960512      |
| train/                  |             |
|    approx_kl            | 0.056033768 |
|    average_reward       | 19.7        |
|    clip_fraction        | 0.423       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.42       |
|    explained_variance   | -7.15e+05   |
|    learning_rate        | 0.002       |
|    loss                 | 1.15        |
|    n_updates            | 4680        |
|    policy_gradient_loss | -0.0135     |
|    std                  | 0.62        |
|    value_loss           | 2.1         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 74.9        |
| time/                   |             |
|    fps                  | 134         |
|    iterations           | 470         |
|    time_elapsed         | 7175        |
|    total_timesteps      | 962560      |
| train/                  |             |
|    approx_kl            | 0.061047513 |
|    clip_fraction        | 0.472       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.43       |
|    explained_variance   | -261        |
|    learning_rate        | 0.002       |
|    loss                 | 1.49        |
|    n_updates            | 4690        |
|    policy_gradient_loss | -0.0136     |
|    std                  | 0.622       |
|    value_loss           | 2.95        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 74.9       |
| time/                   |            |
|    fps                  | 134        |
|    iterations           | 471        |
|    time_elapsed         | 7181       |
|    total_timesteps      | 964608     |
| train/                  |            |
|    approx_kl            | 0.05872722 |
|    clip_fraction        | 0.48       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.43      |
|    explained_variance   | -4.07e+05  |
|    learning_rate        | 0.002      |
|    loss                 | 0.664      |
|    n_updates            | 4700       |
|    policy_gradient_loss | -0.00897   |
|    std                  | 0.62       |
|    value_loss           | 1.55       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 74.1        |
| time/                   |             |
|    fps                  | 134         |
|    iterations           | 472         |
|    time_elapsed         | 7188        |
|    total_timesteps      | 966656      |
| train/                  |             |
|    approx_kl            | 0.043877296 |
|    average_reward       | 9.66        |
|    clip_fraction        | 0.427       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.41       |
|    explained_variance   | -3.12e+06   |
|    learning_rate        | 0.002       |
|    loss                 | 1.22        |
|    n_updates            | 4710        |
|    policy_gradient_loss | -0.0194     |
|    std                  | 0.621       |
|    value_loss           | 2.64        |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 5e+03     |
|    ep_rew_mean          | 74.1      |
| time/                   |           |
|    fps                  | 134       |
|    iterations           | 473       |
|    time_elapsed         | 7194      |
|    total_timesteps      | 968704    |
| train/                  |           |
|    approx_kl            | 0.0404237 |
|    clip_fraction        | 0.399     |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.46     |
|    explained_variance   | -1.06e+03 |
|    learning_rate        | 0.002     |
|    loss                 | 0.918     |
|    n_updates            | 4720      |
|    policy_gradient_loss | -0.0162   |
|    std                  | 0.624     |
|    value_loss           | 2.02      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 74.8        |
| time/                   |             |
|    fps                  | 134         |
|    iterations           | 474         |
|    time_elapsed         | 7200        |
|    total_timesteps      | 970752      |
| train/                  |             |
|    approx_kl            | 0.033482727 |
|    average_reward       | 9.28        |
|    clip_fraction        | 0.48        |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.48       |
|    explained_variance   | -2.48e+06   |
|    learning_rate        | 0.002       |
|    loss                 | 1.01        |
|    n_updates            | 4730        |
|    policy_gradient_loss | -0.0186     |
|    std                  | 0.625       |
|    value_loss           | 2.34        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 74.8       |
| time/                   |            |
|    fps                  | 134        |
|    iterations           | 475        |
|    time_elapsed         | 7206       |
|    total_timesteps      | 972800     |
| train/                  |            |
|    approx_kl            | 0.04455238 |
|    clip_fraction        | 0.44       |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.5       |
|    explained_variance   | -1e+03     |
|    learning_rate        | 0.002      |
|    loss                 | 0.556      |
|    n_updates            | 4740       |
|    policy_gradient_loss | -0.00924   |
|    std                  | 0.626      |
|    value_loss           | 1.36       |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 5e+03     |
|    ep_rew_mean          | 75.3      |
| time/                   |           |
|    fps                  | 135       |
|    iterations           | 476       |
|    time_elapsed         | 7212      |
|    total_timesteps      | 974848    |
| train/                  |           |
|    approx_kl            | 0.0350531 |
|    average_reward       | 16.3      |
|    clip_fraction        | 0.44      |
|    clip_range           | 0.2       |
|    entropy_loss         | -7.5      |
|    explained_variance   | -1.02e+06 |
|    learning_rate        | 0.002     |
|    loss                 | 1.23      |
|    n_updates            | 4750      |
|    policy_gradient_loss | -0.0187   |
|    std                  | 0.624     |
|    value_loss           | 2.51      |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 75.3        |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 477         |
|    time_elapsed         | 7218        |
|    total_timesteps      | 976896      |
| train/                  |             |
|    approx_kl            | 0.040359505 |
|    clip_fraction        | 0.456       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.47       |
|    explained_variance   | -1.43e+04   |
|    learning_rate        | 0.002       |
|    loss                 | 1.38        |
|    n_updates            | 4760        |
|    policy_gradient_loss | -0.019      |
|    std                  | 0.621       |
|    value_loss           | 2.49        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 75.3       |
| time/                   |            |
|    fps                  | 135        |
|    iterations           | 478        |
|    time_elapsed         | 7224       |
|    total_timesteps      | 978944     |
| train/                  |            |
|    approx_kl            | 0.07029451 |
|    clip_fraction        | 0.419      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.45      |
|    explained_variance   | -2.47e+06  |
|    learning_rate        | 0.002      |
|    loss                 | 1.22       |
|    n_updates            | 4770       |
|    policy_gradient_loss | -0.0191    |
|    std                  | 0.623      |
|    value_loss           | 2.86       |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 75         |
| time/                   |            |
|    fps                  | 135        |
|    iterations           | 479        |
|    time_elapsed         | 7230       |
|    total_timesteps      | 980992     |
| train/                  |            |
|    approx_kl            | 0.04704668 |
|    average_reward       | 17.8       |
|    clip_fraction        | 0.444      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.46      |
|    explained_variance   | -1.4e+06   |
|    learning_rate        | 0.002      |
|    loss                 | 0.895      |
|    n_updates            | 4780       |
|    policy_gradient_loss | -0.0172    |
|    std                  | 0.622      |
|    value_loss           | 1.7        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 75          |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 480         |
|    time_elapsed         | 7236        |
|    total_timesteps      | 983040      |
| train/                  |             |
|    approx_kl            | 0.023886051 |
|    clip_fraction        | 0.415       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.44       |
|    explained_variance   | -4.4e+05    |
|    learning_rate        | 0.002       |
|    loss                 | 1.27        |
|    n_updates            | 4790        |
|    policy_gradient_loss | -0.0205     |
|    std                  | 0.621       |
|    value_loss           | 2.49        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 75.5        |
| time/                   |             |
|    fps                  | 136         |
|    iterations           | 481         |
|    time_elapsed         | 7242        |
|    total_timesteps      | 985088      |
| train/                  |             |
|    approx_kl            | 0.052812293 |
|    average_reward       | 21.2        |
|    clip_fraction        | 0.387       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.43       |
|    explained_variance   | -1.2e+06    |
|    learning_rate        | 0.002       |
|    loss                 | 1.34        |
|    n_updates            | 4800        |
|    policy_gradient_loss | -0.021      |
|    std                  | 0.621       |
|    value_loss           | 2.48        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 75.5        |
| time/                   |             |
|    fps                  | 136         |
|    iterations           | 482         |
|    time_elapsed         | 7248        |
|    total_timesteps      | 987136      |
| train/                  |             |
|    approx_kl            | 0.029439213 |
|    clip_fraction        | 0.371       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.46       |
|    explained_variance   | -3.8e+04    |
|    learning_rate        | 0.002       |
|    loss                 | 1.34        |
|    n_updates            | 4810        |
|    policy_gradient_loss | -0.0121     |
|    std                  | 0.626       |
|    value_loss           | 2.54        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 75.5       |
| time/                   |            |
|    fps                  | 136        |
|    iterations           | 483        |
|    time_elapsed         | 7252       |
|    total_timesteps      | 989184     |
| train/                  |            |
|    approx_kl            | 0.04869117 |
|    clip_fraction        | 0.492      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.49      |
|    explained_variance   | -1.6e+06   |
|    learning_rate        | 0.002      |
|    loss                 | 1.92       |
|    n_updates            | 4820       |
|    policy_gradient_loss | -0.00403   |
|    std                  | 0.625      |
|    value_loss           | 4.69       |
----------------------------------------
990000
[0.45082024 0.64940405]
990000
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 5e+03        |
|    ep_rew_mean          | 83.5         |
| time/                   |              |
|    fps                  | 136          |
|    iterations           | 484          |
|    time_elapsed         | 7258         |
|    total_timesteps      | 991232       |
| train/                  |              |
|    approx_kl            | 0.0086598275 |
|    average_reward       | 110          |
|    clip_fraction        | 0.31         |
|    clip_range           | 0.2          |
|    entropy_loss         | -7.45        |
|    explained_variance   | -2.73e+04    |
|    learning_rate        | 0.002        |
|    loss                 | 0.0911       |
|    n_updates            | 4830         |
|    policy_gradient_loss | -0.00131     |
|    std                  | 0.623        |
|    value_loss           | 6.11         |
------------------------------------------
--------------------------------------
| rollout/                |          |
|    ep_len_mean          | 5e+03    |
|    ep_rew_mean          | 83.5     |
| time/                   |          |
|    fps                  | 136      |
|    iterations           | 485      |
|    time_elapsed         | 7263     |
|    total_timesteps      | 993280   |
| train/                  |          |
|    approx_kl            | 0.046436 |
|    clip_fraction        | 0.403    |
|    clip_range           | 0.2      |
|    entropy_loss         | -7.44    |
|    explained_variance   | -85.1    |
|    learning_rate        | 0.002    |
|    loss                 | 1.34     |
|    n_updates            | 4840     |
|    policy_gradient_loss | -0.0143  |
|    std                  | 0.622    |
|    value_loss           | 3.03     |
--------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 107        |
| time/                   |            |
|    fps                  | 136        |
|    iterations           | 486        |
|    time_elapsed         | 7268       |
|    total_timesteps      | 995328     |
| train/                  |            |
|    approx_kl            | 0.10617635 |
|    average_reward       | 348        |
|    clip_fraction        | 0.613      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.43      |
|    explained_variance   | -3.69e+06  |
|    learning_rate        | 0.002      |
|    loss                 | 24.3       |
|    n_updates            | 4850       |
|    policy_gradient_loss | 0.0229     |
|    std                  | 0.621      |
|    value_loss           | 76.7       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 107         |
| time/                   |             |
|    fps                  | 137         |
|    iterations           | 487         |
|    time_elapsed         | 7274        |
|    total_timesteps      | 997376      |
| train/                  |             |
|    approx_kl            | 0.010126833 |
|    clip_fraction        | 0.238       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.42       |
|    explained_variance   | -454        |
|    learning_rate        | 0.002       |
|    loss                 | 10.8        |
|    n_updates            | 4860        |
|    policy_gradient_loss | -0.0123     |
|    std                  | 0.62        |
|    value_loss           | 39.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 107         |
| time/                   |             |
|    fps                  | 137         |
|    iterations           | 488         |
|    time_elapsed         | 7279        |
|    total_timesteps      | 999424      |
| train/                  |             |
|    approx_kl            | 0.020037487 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.41       |
|    explained_variance   | -7.18e+07   |
|    learning_rate        | 0.002       |
|    loss                 | 45.7        |
|    n_updates            | 4870        |
|    policy_gradient_loss | -0.0112     |
|    std                  | 0.62        |
|    value_loss           | 103         |
-----------------------------------------
[73.97735593713281, 78.49979387838445, 56.30123652507706, 77.38390359749738, 71.8041173655256, 69.42081205891569, 85.1274908703259, 80.01592815062817, 79.2071651647792, 71.01979709176317, 82.94789946601136, 70.27130822814728, 80.51528126898494, 80.43642203490269, 78.95814046260882]
average score in a real environment : 75.72577680671229
minimum score in a real environment : 56.30123652507706
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 147        |
| time/                   |            |
|    fps                  | 134        |
|    iterations           | 489        |
|    time_elapsed         | 7441       |
|    total_timesteps      | 1001472    |
| train/                  |            |
|    approx_kl            | 0.03357384 |
|    average_reward       | 744        |
|    clip_fraction        | 0.327      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.4       |
|    explained_variance   | -1.53e+05  |
|    learning_rate        | 0.002      |
|    loss                 | 70.1       |
|    n_updates            | 4880       |
|    policy_gradient_loss | 0.0002     |
|    std                  | 0.619      |
|    value_loss           | 207        |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 5e+03      |
|    ep_rew_mean          | 147        |
| time/                   |            |
|    fps                  | 134        |
|    iterations           | 490        |
|    time_elapsed         | 7447       |
|    total_timesteps      | 1003520    |
| train/                  |            |
|    approx_kl            | 0.04889442 |
|    clip_fraction        | 0.343      |
|    clip_range           | 0.2        |
|    entropy_loss         | -7.39      |
|    explained_variance   | -202       |
|    learning_rate        | 0.002      |
|    loss                 | 23.3       |
|    n_updates            | 4890       |
|    policy_gradient_loss | -0.0186    |
|    std                  | 0.617      |
|    value_loss           | 57.8       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 149         |
| time/                   |             |
|    fps                  | 134         |
|    iterations           | 491         |
|    time_elapsed         | 7453        |
|    total_timesteps      | 1005568     |
| train/                  |             |
|    approx_kl            | 0.038209103 |
|    average_reward       | 754         |
|    clip_fraction        | 0.31        |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.36       |
|    explained_variance   | -1.28e+06   |
|    learning_rate        | 0.002       |
|    loss                 | 1.47        |
|    n_updates            | 4900        |
|    policy_gradient_loss | 0.00745     |
|    std                  | 0.615       |
|    value_loss           | 9.98        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 5e+03       |
|    ep_rew_mean          | 149         |
| time/                   |             |
|    fps                  | 135         |
|    iterations           | 492         |
|    time_elapsed         | 7459        |
|    total_timesteps      | 1007616     |
| train/                  |             |
|    approx_kl            | 0.048750248 |
|    clip_fraction        | 0.468       |
|    clip_range           | 0.2         |
|    entropy_loss         | -7.36       |
|    explained_variance   | -1.07e+03   |
|    learning_rate        | 0.002       |
|    loss                 | 1.88        |
|    n_updates            | 4910        |
|    policy_gradient_loss | -0.0139     |
|    std                  | 0.616       |
|    value_loss           | 4.02        |
-----------------------------------------
